10001	2799	0.03495792344574031
10001	10001	0.32720161009575927
10001	37253	0.028206028740782794
10001	45440	0.17446570679095724
10001	92933	0.03540884303699846
10001	97833	0.09729334096914818
10001	106334	0.03733612270372212
10001	143732	0.1345771326991702
10006	10006	0.27867666315082473
10006	97994	0.12905540763257004
10007	6940	0.04493237074073085
10007	10007	0.19881162789735887
10007	47445	0.03537519445757102
10007	54189	0.02119728099086333
10007	57802	0.034112938500050316
10007	70843	0.023097447967964847
10007	104495	0.05001668242152576
10007	104848	0.02301085462079578
10007	119144	0.020418701514833784
10007	122602	0.025684052028919543
10008	5634	0.03558482371629193
10008	10008	0.1856805121020048
10008	41889	0.02033340887756235
10008	76264	0.022357838412938404
10008	100387	0.034335400785857804
10008	125558	0.027272982744620644
10008	152625	0.0260118532661324
10008	153187	0.020021062889697388
10008	159943	0.03820696332853925
10009	2366	0.026594996767678927
10009	9405	0.021538704392513527
10009	10009	0.23634688441912313
10009	20724	0.16136558752321314
10009	21603	0.02151486437181885
10009	107157	0.02569254638301791
10009	131155	0.03196251251737611
10010	6644	0.02988423181908875
10010	10010	0.1866084565688302
10010	21710	0.037059413148190404
10010	78306	0.024447384255176504
10010	95505	0.02660405544711421
10010	100702	0.027750289469435623
10010	106669	0.027967079091246058
10010	116665	0.03001699935141053
10010	116914	0.020867167364471407
10013	10013	0.38373346729570246
10013	27572	0.11663017021881376
10013	47702	0.13736496237437693
10013	48255	0.04733275770219228
10013	89447	0.03407519854246072
10013	89744	0.09857770734798367
10013	158303	0.04441179658732067
10013	175456	0.040334516125057965
10014	10014	0.28891573960988903
10014	64412	0.021484267729095227
10014	74063	0.12651382360444482
10014	90298	0.021194861402810482
10014	117887	0.020451932644276832
10014	151688	0.0226452512022006
10015	2994	0.03981359298730004
10015	10015	0.22199521606495576
10015	54661	0.024639099490795548
10015	55473	0.031189221401973083
10015	70126	0.04994638601551282
10015	84919	0.021671143860512044
10015	85490	0.05603485025319911
10015	86811	0.03017452289262794
10015	92841	0.03200943017725995
10015	108876	0.028863032101599455
10015	120193	0.051995845850278166
10015	152244	0.05608990905281918
10019	389	0.04802306944310583
10019	10019	0.15780451770779783
10019	26034	0.05630143061734552
10019	172618	0.04503298788610764
10021	10021	0.24999375959396847
10021	32064	0.04829464492463271
10021	56297	0.06105254493847304
10021	109319	0.022204079697774097
10021	124283	0.11989943529341003
10021	152112	0.050288814344808135
10021	152708	0.12945784323366782
10021	156699	0.044647243842394164
10022	10022	0.36621229968824626
10022	22763	0.06209224876530831
10022	22784	0.02967842833628872
10022	49988	0.0442265035829652
10022	55285	0.03285097828499939
10022	63696	0.23390780373132355
10022	74579	0.08527989056036558
10022	104514	0.06990600935936037
10022	104779	0.04514438363892267
10023	8686	0.08882272811661833
10023	10023	0.26391061117151426
10023	63538	0.023224475478902218
10023	94409	0.04544782941300796
10023	107886	0.06520932863996476
10023	115385	0.07307892657423978
10023	151384	0.09913408916419557
10024	4063	0.06951295452587516
10024	5606	0.0445067102675649
10024	10024	0.21306565696208918
10024	22259	0.04413282150736159
10024	67829	0.034433383815907555
10024	75869	0.03620085516110812
10024	104366	0.03019639281201031
10024	109760	0.06029819935792535
10024	131983	0.04710487634212753
10024	162691	0.035278958757745366
